"B0 (uT)","kdN (1/s)","kaH (1/s)","[Ir]/[L]","[Ir]/[H2]","runtime (ms)","dt (ms)","polarization (%)"
-0.8,16,2,0.05,0,5000,0.25,5.323716192789481
-0.8,16,2,0.05,0,9000,0.25,6.999410828578537
-0.8,16,2,0.05,0,13000,0.25,7.794386277991502
-0.8,16,2,0.05,0,17000,0.25,8.171629968574969
-0.8,16,2,0.05,0,21000,0.25,8.350666717887512
-0.8,16,2,0.05,0,25000,0.25,8.435640907133573
-0.8,16,2,0.05,0,29000,0.25,8.475972332705933
-0.8,16,2,0.05,0,33000,0.25,8.495115141818218
-0.8,16,2,0.05,0,37000,0.25,8.504201093011615
-0.8,16,2,0.05,0,41000,0.25,8.508513665235286
-0.8,16,2,0.05,0,45000,0.25,8.510560595072636
-0.8,16,2,0.05,0,49000,0.25,8.511532155493025
-0.8,16,2,0.05,0,53000,0.25,8.51199329975035
-0.8,16,2,0.05,0,57000,0.25,8.51221217863069
-0.8,16,2,0.05,0,1000,150,-4.678936007684367
-0.8,16,2,0.05,0,5000,150,-21.576366078589572
-0.8,16,2,0.05,0,9000,150,-33.794582955777564
-0.8,16,2,0.05,0,13000,150,-42.37946472662889
-0.8,16,2,0.05,0,17000,150,-48.9044934001094
-0.8,16,2,0.05,0,21000,150,-53.659278136772215
-0.8,16,2,0.05,0,25000,150,-57.01868098243488
-0.8,16,2,0.05,0,29000,150,-59.58221343014331
-0.8,16,2,0.05,0,33000,150,-61.45577479090352
-0.8,16,2,0.05,0,37000,150,-62.78229916497787
-0.8,16,2,0.05,0,41000,150,-63.796112331519126
-0.8,16,2,0.05,0,45000,150,-64.53790822216074
-0.8,16,2,0.05,0,49000,150,-65.0635497434386
-0.8,16,2,0.05,0,53000,150,-65.46551979360878
-0.8,16,2,0.05,0,57000,150,-65.75976947551911
-0.8,16,2,0.05,0,1000,200,0.2503341330320761
-0.8,16,2,0.05,0,5000,200,1.2450606532402915
-0.8,16,2,0.05,0,9000,200,2.121537659000655
-0.8,16,2,0.05,0,13000,200,2.8938217224993448
-0.8,16,2,0.05,0,17000,200,3.5743077079575967
-0.8,16,2,0.05,0,21000,200,4.1739140353673365
-0.8,16,2,0.05,0,25000,200,4.702258982682837
-0.8,16,2,0.05,0,29000,200,5.167815839979573
-0.8,16,2,0.05,0,33000,200,5.57804947350351
-0.8,16,2,0.05,0,37000,200,5.9395365435112994
-0.8,16,2,0.05,0,41000,200,6.258071345333017
-0.8,16,2,0.05,0,45000,200,6.538759002978643
-0.8,16,2,0.05,0,49000,200,6.78609753438941
-0.8,16,2,0.05,0,53000,200,7.004050123252334
-0.8,16,2,0.05,0,57000,200,7.196108770823563
-0.8,16,2,0.05,0,1000,250,-2.663339843636084
-0.8,16,2,0.05,0,5000,250,-11.49896682237899
-0.8,16,2,0.05,0,9000,250,-18.685826250013083
-0.8,16,2,0.05,0,13000,250,-24.529968430064844
-0.8,16,2,0.05,0,17000,250,-29.280466234385894
-0.8,16,2,0.05,0,21000,250,-33.140754348348324
-0.8,16,2,0.05,0,25000,250,-36.276818561066854
-0.8,16,2,0.05,0,29000,250,-38.82396619948473
-0.8,16,2,0.05,0,33000,250,-40.892409889421735
-0.8,16,2,0.05,0,37000,250,-42.57186191057227
-0.8,16,2,0.05,0,41000,250,-43.93530640374324
-0.8,16,2,0.05,0,45000,250,-45.04209068343727
-0.8,16,2,0.05,0,49000,250,-45.94045438176514
-0.8,16,2,0.05,0,53000,250,-46.66959573236213
-0.8,16,2,0.05,0,57000,250,-47.26135768193244
-0.8,16,2,0.05,0,1000,300,-0.1934015924113541
-0.8,16,2,0.05,0,5000,300,-0.9002681061232624
-0.8,16,2,0.05,0,9000,300,-1.571996330957041
-0.8,16,2,0.05,0,13000,300,-2.122827391988599
-0.8,16,2,0.05,0,17000,300,-2.6115554387744453
-0.8,16,2,0.05,0,21000,300,-3.076438601847566
-0.8,16,2,0.05,0,25000,300,-3.457651955575066
-0.8,16,2,0.05,0,29000,300,-3.7958852964183087
-0.8,16,2,0.05,0,33000,300,-4.117615980914422
-0.8,16,2,0.05,0,37000,300,-4.381441219072749
-0.8,16,2,0.05,0,41000,300,-4.615521204319076
-0.8,16,2,0.05,0,45000,300,-4.838180080158481
-0.8,16,2,0.05,0,49000,300,-5.020764438246914
-0.8,16,2,0.05,0,53000,300,-5.182763036743937
-0.8,16,2,0.05,0,57000,300,-5.336857400784563
